# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
PR;4116059;Missal;;237,907;92,231;
PR;4116109;Moreira Sales;;174,917;80,304;
PR;4116208;Morretes;;223,127;91,184;
PR;4116307;Munhoz de Melo;;213,802;84,165;
PR;4116406;Nossa Senhora das Graças;;167,193;82,032;
PR;4116505;Nova Aliança do Ivaí;;184,675;86,389;
PR;4116604;Nova América da Colina;;172,367;82,127;
PR;4116703;Nova Aurora;;257,116;87,218;
PR;4116802;Nova Cantu;;154,022;80,837;
PR;4116901;Nova Esperança;;253,69;88,504;
PR;4116950;Nova Esperança do Sudoeste;;187,224;85,913;
PR;4117008;Nova Fátima;;222,573;81,583;
PR;4117057;Nova Laranjeiras;;151,391;82,912;
PR;4117107;Nova Londrina;;262,244;88,402;
PR;4117206;Nova Olímpia;;189,517;79,701;
PR;4117214;Nova Santa Bárbara;;172,409;79,704;
PR;4117222;Nova Santa Rosa;;261,162;95,114;
PR;4117255;Nova Prata do Iguaçu;;197,967;84,844;
PR;4117271;Nova Tebas;;121,515;75,921;
PR;4117297;Novo Itacolomi;;133,497;78,905;
PR;4117305;Ortigueira;;116,037;72,201;
PR;4117404;Ourizona;;206,345;83,523;
PR;4117453;Ouro Verde do Oeste;;180,74;87,015;
PR;4117503;Paiçandu;;182,234;88,114;
PR;4117602;Palmas;;241,75;87,119;
PR;4117701;Palmeira;;273,623;92,985;
PR;4117800;Palmital;;145,07;80,29;
PR;4117909;Palotina;;360,61;92,163;
PR;4118006;Paraíso do Norte;;246,795;84,732;
PR;4118105;Paranacity;;216,96;85,625;
PR;4118204;Paranaguá;;305,358;94,062;
PR;4118303;Paranapoema;;165,598;79,024;
PR;4118402;Paranavaí;;312,972;90,249;
PR;4118451;Pato Bragado;;292,17;94,744;
PR;4118501;Pato Branco;;367,002;93,218;
PR;4118600;Paula Freitas;;175,276;91,179;
PR;4118709;Paulo Frontin;;177,66;93,537;
PR;4118808;Peabiru;;198,809;84,733;
PR;4118857;Perobal;;173,065;84,028;
PR;4118907;Pérola;;228,078;85,176;
PR;4119004;Pérola d'Oeste;;173,069;88,626;
PR;4119103;Piên;;214,373;93,488;
PR;4119152;Pinhais;;292,982;94,159;
PR;4119202;Pinhalão;;187,35;82,995;
PR;4119251;Pinhal de São Bento;;124,666;79,556;
PR;4119301;Pinhão;;155,137;83,944;
PR;4119400;Piraí do Sul;;209,628;89,668;
PR;4119509;Piraquara;;208,887;91,39;
PR;4119608;Pitanga;;183,346;85,325;
PR;4119657;Pitangueiras;;190,411;84,971;
PR;4119707;Planaltina do Paraná;;182,275;82,022;
PR;4119806;Planalto;;183,377;89,218;
PR;4119905;Ponta Grossa;;318,216;94,286;
PR;4119954;Pontal do Paraná;;269,093;92,902;
PR;4120002;Porecatu;;281,669;87,859;
PR;4120101;Porto Amazonas;;225,564;92,103;
PR;4120150;Porto Barreiro;;161,396;87,082;
PR;4120200;Porto Rico;;186,925;87,071;
PR;4120309;Porto Vitória;;187,656;91,727;
PR;4120333;Prado Ferreira;;198,676;82,337;
PR;4120358;Pranchita;;254,466;88,584;
PR;4120408;Presidente Castelo Branco;;195,351;84,439;
PR;4120507;Primeiro de Maio;;205,043;83,456;
PR;4120606;Prudentópolis;;139,938;89,996;
PR;4120655;Quarto Centenário;;148,986;79,984;
PR;4120705;Quatiguá;;226,497;87,649;
PR;4120804;Quatro Barras;;294,642;92,849;
PR;4120853;Quatro Pontes;;308,472;97,567;
PR;4120903;Quedas do Iguaçu;;208,782;86,112;
PR;4121000;Querência do Norte;;161,72;78,67;
PR;4121109;Quinta do Sol;;162,575;78,414;
PR;4121208;Quitandinha;;164,414;88,458;
PR;4121257;Ramilândia;;120,8;77,179;
PR;4121307;Rancho Alegre;;191,309;84,758;
PR;4121356;Rancho Alegre D'Oeste;;153,621;82,297;
PR;4121406;Realeza;;241,731;89;
PR;4121505;Rebouças;;137,7;90,3;
PR;4121604;Renascença;;179,977;87,669;
PR;4121703;Reserva;;144,958;78,327;
PR;4121752;Reserva do Iguaçu;;206,124;84,534;
PR;4121802;Ribeirão Claro;;205,184;86,935;
PR;4121901;Ribeirão do Pinhal;;191,304;79,653;
PR;4122008;Rio Azul;;148,013;93,433;
PR;4122107;Rio Bom;;153,211;78,746;
PR;4122156;Rio Bonito do Iguaçu;;120,773;82,937;
PR;4122172;Rio Branco do Ivaí;;109,449;74,604;
PR;4122206;Rio Branco do Sul;;178,954;83,256;
PR;4122305;Rio Negro;;268,695;94,91;
PR;4122404;Rolândia;;327,917;90,483;
PR;4122503;Roncador;;143,173;81,404;
PR;4122602;Rondon;;218,535;84,653;
PR;4122651;Rosário do Ivaí;;129,134;76,723;
PR;4122701;Sabáudia;;209,919;86,814;
PR;4122800;Salgado Filho;;135,8;86,559;
PR;4122909;Salto do Itararé;;149,356;78,594;
PR;4123006;Salto do Lontra;;177,832;84,029;
PR;4123105;Santa Amélia;;172,165;81,718;
PR;4123204;Santa Cecília do Pavão;;143,57;76,947;
PR;4123303;Santa Cruz de Monte Castelo;;189,597;83,591;
PR;4123402;Santa Fé;;244,225;87,067;
PR;4123501;Santa Helena;;256,809;91,253;
PR;4123600;Santa Inês;;191,458;82,221;
PR;4123709;Santa Isabel do Ivaí;;204,657;84,996;
PR;4123808;Santa Izabel do Oeste;;202,358;85,163;
PR;4123824;Santa Lúcia;;189,646;83,261;
PR;4123857;Santa Maria do Oeste;;99,21;80,494;
PR;4123907;Santa Mariana;;202,605;81,549;
PR;4123956;Santa Mônica;;132,658;77,683;
PR;4124004;Santana do Itararé;;165,451;78,763;
PR;4124020;Santa Tereza do Oeste;;174,454;86,25;
PR;4124053;Santa Terezinha de Itaipu;;265,26;90,307;
PR;4124103;Santo Antônio da Platina;;241,662;85,513;
PR;4124202;Santo Antônio do Caiuá;;159,47;80,625;
PR;4124301;Santo Antônio do Paraíso;;170,31;81,346;
PR;4124400;Santo Antônio do Sudoeste;;168,155;84,91;
PR;4124509;Santo Inácio;;222,464;86,897;
PR;4124608;São Carlos do Ivaí;;203,261;83,843;
PR;4124707;São Jerônimo da Serra;;140,674;73,612;
PR;4124806;São João;;233,775;87,491;
PR;4124905;São João do Caiuá;;169,821;79,659;
PR;4125001;São João do Ivaí;;167,911;77,726;
PR;4125100;São João do Triunfo;;131,436;88,847;
PR;4125209;São Jorge d'Oeste;;213,188;87,801;
PR;4125308;São Jorge do Ivaí;;266,207;87,165;
PR;4125357;São Jorge do Patrocínio;;159,568;81,697;
PR;4125407;São José da Boa Vista;;148,06;80,627;
PR;4125456;São José das Palmeiras;;150,665;77,536;
PR;4125506;São José dos Pinhais;;311,289;94,31;
PR;4125555;São Manoel do Paraná;;188,663;86,237;
PR;4125605;São Mateus do Sul;;252,004;93,753;
PR;4125704;São Miguel do Iguaçu;;307,732;89,522;
PR;4125753;São Pedro do Iguaçu;;152,934;81,68;
PR;4125803;São Pedro do Ivaí;;215,073;84,218;
PR;4125902;São Pedro do Paraná;;189,783;82,703;
PR;4126009;São Sebastião da Amoreira;;172,688;79,504;
PR;4126108;São Tomé;;194,834;85,43;
PR;4126207;Sapopema;;126,205;76,275;
PR;4126256;Sarandi;;187,134;89,751;
PR;4126272;Saudade do Iguaçu;;253,508;86,359;
PR;4126306;Sengés;;265,699;85,63;
PR;4126355;Serranópolis do Iguaçu;;249,118;93,945;
PR;4126405;Sertaneja;;241,098;86,384;
PR;4126504;Sertanópolis;;319,098;88,059;
PR;4126603;Siqueira Campos;;207,816;86,736;
PR;4126652;Sulina;;206,67;88,968;
PR;4126678;Tamarana;;159,605;77,259;
PR;4126702;Tamboara;;212,002;84,662;
PR;4126801;Tapejara;;201,055;84,948;
PR;4126900;Tapira;;176,711;80,955;
PR;4127007;Teixeira Soares;;181,09;90,632;
PR;4127106;Telêmaco Borba;;275,6;89,541;
PR;4127205;Terra Boa;;196,793;84,665;
PR;4127304;Terra Rica;;217,927;84,018;
PR;4127403;Terra Roxa;;204,681;85,626;
PR;4127502;Tibagi;;155,142;82,562;
PR;4127601;Tijucas do Sul;;170,913;86,682;
PR;4127700;Toledo;;309,473;92,428;
PR;4127809;Tomazina;;180,135;82,696;
PR;4127858;Três Barras do Paraná;;182,57;83,288;
PR;4127882;Tunas do Paraná;;136,682;71,912;
PR;4127908;Tuneiras do Oeste;;158,602;82,273;
PR;4127957;Tupãssi;;264,649;87,626;
PR;4127965;Turvo;;127,352;84,559;
PR;4128005;Ubiratã;;187,834;84,913;
PR;4128104;Umuarama;;313,763;90,155;
PR;4128203;União da Vitória;;285,771;93,987;
PR;4128302;Uniflor;;183,9;80,952;
PR;4128401;Uraí;;217,992;83,854;
PR;4128500;Wenceslau Braz;;222,529;84,449;
PR;4128534;Ventania;;164,723;79,385;
PR;4128559;Vera Cruz do Oeste;;194,489;83,462;
PR;4128609;Verê;;218,836;86,085;
PR;4128625;Vila Alta;;156,993;80,438;
PR;4128633;Doutor Ulysses;;85,997;75,798;
PR;4128658;Virmond;;184,543;90,98;
PR;4128708;Vitorino;;232,943;87,522;
PR;4128807;Xambrê;;178,026;80,981;
PR;4199919;Assunguy de Cima;;;;
PR;4199929;Conchas;;;;
PR;4199939;Palmira;;;;
PR;4199949;Porto de Cima;;;;
RJ;3300100;Angra dos Reis;;275,657;91,065;
RJ;3300159;Aperibé;;240,163;86,66;
RJ;3300209;Araruama;;259,361;87,71;
RJ;3300225;Areal;;246,751;90,554;
RJ;3300233;Armação dos Búzios;;376,182;92,705;
RJ;3300258;Arraial do Cabo;;303,297;92,81;
RJ;3300308;Barra do Piraí;;274,572;93,117;
RJ;3300407;Barra Mansa;;286,406;93,56;
RJ;3300456;Belford Roxo;;182,326;91,993;
RJ;3300506;Bom Jardim;;242,709;83,001;
RJ;3300605;Bom Jesus do Itabapoana;;242,489;86,381;
RJ;3300704;Cabo Frio;;311,034;91,684;
RJ;3300803;Cachoeiras de Macacu;;219,202;86,035;
RJ;3300902;Cambuci;;199,087;82,537;
RJ;3300936;Carapebus;;203,222;87,28;
RJ;3300951;Comendador Levy Gasparian;;204,318;90,11;
RJ;3301009;Campos dos Goytacazes;;247,2;89,915;
RJ;3301108;Cantagalo;;254,143;87,416;
RJ;3301157;Cardoso Moreira;;166,05;80,307;
RJ;3301207;Carmo;;270,972;86,527;
RJ;3301306;Casimiro de Abreu;;286,863;87,555;
RJ;3301405;Conceição de Macabu;;213,908;86,889;
RJ;3301504;Cordeiro;;275,43;91,01;
RJ;3301603;Duas Barras;;204,89;82,366;
RJ;3301702;Duque de Caxias;;226,138;91,995;
RJ;3301801;Engenheiro Paulo de Frontin;;243,173;90,945;
RJ;3301850;Guapimirim;;234,77;88,196;
RJ;3301876;Iguaba Grande;;332,745;91,186;
RJ;3301900;Itaboraí;;202,289;89,235;
RJ;3302007;Itaguaí;;246,447;90,642;
RJ;3302056;Italva;;212,045;83,731;
RJ;3302106;Itaocara;;287,5;86,682;
RJ;3302205;Itaperuna;;261,874;87,805;
RJ;3302254;Itatiaia;;295,867;91,99;
RJ;3302270;Japeri;;156,45;87,604;
RJ;3302304;Laje do Muriaé;;166,939;81,256;
RJ;3302403;Macaé;;392,943;92,123;
RJ;3302452;Macuco;;230,846;89,854;
RJ;3302502;Magé;;209,612;90,057;
RJ;3302601;Mangaratiba;;330,353;91,661;
RJ;3302700;Maricá;;321,411;91,282;
RJ;3302809;Mendes;;306,135;92,407;
RJ;3302858;Mesquita;;;;
RJ;3302908;Miguel Pereira;;379,551;90,852;
RJ;3303005;Miracema;;236,979;85,639;
RJ;3303104;Natividade;;242,384;84,807;
RJ;3303203;Nilópolis;;298,295;96,241;
RJ;3303302;Niterói;;809,179;96,447;
RJ;3303401;Nova Friburgo;;366,842;92,58;
RJ;3303500;Nova Iguaçu;;237,503;92,806;
RJ;3303609;Paracambi;;269,846;89,408;
RJ;3303708;Paraíba do Sul;;264,554;89,283;
RJ;3303807;Parati;;312,069;87,241;
RJ;3303856;Paty do Alferes;;209,984;82,626;
RJ;3303906;Petrópolis;;399,933;93,607;
RJ;3303955;Pinheiral;;240,535;92,421;
RJ;3304003;Piraí;;265,41;89,165;
RJ;3304102;Porciúncula;;180,796;83,434;
RJ;3304110;Porto Real;;212,553;89,486;
RJ;3304128;Quatis;;237,538;89,408;
RJ;3304144;Queimados;;183,001;90,717;
RJ;3304151;Quissamã;;181,911;84,323;
RJ;3304201;Resende;;365,445;93,107;
RJ;3304300;Rio Bonito;;276,194;87,173;
RJ;3304409;Rio Claro;;203,345;83,616;
RJ;3304508;Rio das Flores;;186,451;86,395;
RJ;3304524;Rio das Ostras;;331,432;89,396;
RJ;3304557;Rio de Janeiro;;596,646;95,591;
RJ;3304607;Santa Maria Madalena;;203,235;82,068;
RJ;3304706;Santo Antônio de Pádua;;242,034;85,771;
RJ;3304755;São Francisco de Itabapoana;;156,004;74,993;
RJ;3304805;São Fidélis;;212,837;84,009;
RJ;3304904;São Gonçalo;;268,787;94,185;
RJ;3305000;São João da Barra;;177,326;86,215;
RJ;3305109;São João de Meriti;;233,119;94,278;
RJ;3305133;São José de Ubá;;199,513;80,038;
RJ;3305158;São José do Vale do Rio Preto;;215,827;85,296;
RJ;3305208;São Pedro da Aldeia;;259,388;90,123;
RJ;3305307;São Sebastião do Alto;;171,428;81,651;
RJ;3305406;Sapucaia;;249,968;83,176;
RJ;3305505;Saquarema;;266,644;88,05;
RJ;3305554;Seropédica;;234,746;90,24;
RJ;3305604;Silva Jardim;;194,357;80,312;
RJ;3305703;Sumidouro;;218,621;78,296;
RJ;3305752;Tanguá;;180,775;85,931;
RJ;3305802;Teresópolis;;366,612;89,625;
RJ;3305901;Trajano de Morais;;209,26;79,597;
RJ;3306008;Três Rios;;262,505;91,989;
RJ;3306107;Valença;;267,72;91,2;
RJ;3306156;Varre-Sai;;176,022;81,17;
RJ;3306206;Vassouras;;285,551;88,979;
RJ;3306305;Volta Redonda;;348,171;94,934;
RJ;3399919;Sâo João Marcos;;;;
RJ;3399929;São Sebastião do Parahyba;;;;
RN;2400109;Acari;;133,382;75,722;
RN;2400208;Açu;;141,273;71,133;
RN;2400307;Afonso Bezerra;;92,465;60,591;
RN;2400406;Água Nova;;56,583;57,159;
RN;2400505;Alexandria;;79,628;62,407;
RN;2400604;Almino Afonso;;84,518;67,545;
RN;2400703;Alto do Rodrigues;;143,884;71,824;
RN;2400802;Angicos;;115,389;67,652;
RN;2400901;Antônio Martins;;68,33;66,021;
RN;2401008;Apodi;;87,767;67,151;
RN;2401107;Areia Branca;;146,308;78,788;
RN;2401206;Arês;;93,463;64,771;
RN;2401305;Augusto Severo;;92,654;62,87;
RN;2401404;Baía Formosa;;88,27;66,271;
RN;2401453;Baraúna;;88,778;60,5;
RN;2401503;Barcelona;;76,338;59,419;
RN;2401602;Bento Fernandes;;60,667;61,023;
RN;2401651;Bodó;;71,325;59,896;
RN;2401701;Bom Jesus;;85,809;60,414;
RN;2401800;Brejinho;;92,77;58,288;
RN;2401859;Caiçara do Norte;;76,299;66,609;
RN;2401909;Caiçara do Rio do Vento;;84,659;66,467;
RN;2402006;Caicó;;206,643;79,028;
RN;2402105;Campo Redondo;;83,498;65,42;
RN;2402204;Canguaretama;;71,73;61,975;
RN;2402303;Caraúbas;;86,867;66,336;
RN;2402402;Carnaúba dos Dantas;;152,896;80,567;
RN;2402501;Carnaubais;;118,811;63,303;
RN;2402600;Ceará-Mirim;;101,553;68,74;
RN;2402709;Cerro Corá;;70,122;61,728;
RN;2402808;Coronel Ezequiel;;64,535;58,327;
RN;2402907;Coronel João Pessoa;;55,23;60,536;
RN;2403004;Cruzeta;;158,764;75,079;
RN;2403103;Currais Novos;;170,802;76,063;
RN;2403202;Doutor Severiano;;56,57;62,53;
RN;2403251;Parnamirim;;263,008;85,895;
RN;2403301;Encanto;;69,675;68,473;
RN;2403400;Equador;;98,881;68,625;
RN;2403509;Espírito Santo;;70,877;54,614;
RN;2403608;Extremoz;;136,497;75,446;
RN;2403707;Felipe Guerra;;86,985;71,534;
RN;2403756;Fernando Pedroza;;96,02;65,338;
RN;2403806;Florânia;;100,962;68,912;
RN;2403905;Francisco Dantas;;91,768;62,719;
RN;2404002;Frutuoso Gomes;;79,527;67,062;
RN;2404101;Galinhos;;77,547;57,456;
RN;2404200;Goianinha;;106,162;69,173;
RN;2404309;Governador Dix-Sept Rosado;;80,85;69,058;
RN;2404408;Grossos;;104,802;69,413;
RN;2404507;Guamaré;;92,131;66,779;
RN;2404606;Ielmo Marinho;;66,609;55,378;
RN;2404705;Ipanguaçu;;85,559;62,647;
RN;2404804;Ipueira;;116,159;72,55;
RN;2404853;Itajá;;89,423;65,757;
RN;2404903;Itaú;;100,224;72,193;
RN;2405009;Jaçanã;;93,017;62,769;
RN;2405108;Jandaíra;;79,409;54,223;
RN;2405207;Janduís;;84,888;63,574;
RN;2405306;Januário Cicco;;66,373;56,942;
RN;2405405;Japi;;51,76;51,334;
RN;2405504;Jardim de Angicos;;76,458;69,632;
RN;2405603;Jardim de Piranhas;;113,529;67,296;
RN;2405702;Jardim do Seridó;;155,207;76,915;
RN;2405801;João Câmara;;102,788;61,566;
RN;2405900;João Dias;;50,494;55,414;
RN;2406007;José da Penha;;82,042;59,269;
RN;2406106;Jucurutu;;105,554;60,84;
RN;2406155;Jundiá;;;;
RN;2406205;Lagoa d'Anta;;77,69;58,509;
RN;2406304;Lagoa de Pedras;;60,273;56,118;
RN;2406403;Lagoa de Velhos;;77,302;68,896;
RN;2406502;Lagoa Nova;;71,48;63,414;
RN;2406601;Lagoa Salgada;;69,98;55,16;
RN;2406700;Lajes;;101,408;67,993;
RN;2406809;Lajes Pintadas;;83,515;69,906;
RN;2406908;Lucrécia;;95,106;70,973;
RN;2407005;Luís Gomes;;68,607;63,318;
RN;2407104;Macaíba;;115,746;69,451;
RN;2407203;Macau;;135,898;74,476;
RN;2407252;Major Sales;;69,87;61,253;
RN;2407302;Marcelino Vieira;;75,607;61,857;
RN;2407401;Martins;;93,671;82,16;
RN;2407500;Maxaranguape;;68,993;66,302;
RN;2407609;Messias Targino;;92,301;64,01;
RN;2407708;Montanhas;;73,763;57,65;
RN;2407807;Monte Alegre;;79,918;61,657;
RN;2407906;Monte das Gameleiras;;64,213;50,559;
RN;2408003;Mossoró;;179,59;80,879;
RN;2408102;Natal;;339,923;87,842;
RN;2408201;Nísia Floresta;;122,365;72,136;
RN;2408300;Nova Cruz;;84,173;60,106;
RN;2408409;Olho-d'Água do Borges;;84,169;60,979;
RN;2408508;Ouro Branco;;118,979;75,604;
RN;2408607;Paraná;;63,114;65,437;
RN;2408706;Paraú;;97,947;63,554;
RN;2408805;Parazinho;;72,024;55,423;
RN;2408904;Parelhas;;122,972;77,148;
RN;2408953;Rio do Fogo;;69,82;60,902;
RN;2409100;Passa e Fica;;80,22;59,185;
RN;2409209;Passagem;;77,148;66,926;
RN;2409308;Patu;;138,614;66,929;
RN;2409332;Santa Maria;;85,286;63,713;
RN;2409407;Pau dos Ferros;;171,09;75,766;
RN;2409506;Pedra Grande;;69,496;58,596;
RN;2409605;Pedra Preta;;64,749;59,428;
RN;2409704;Pedro Avelino;;109,701;60,025;
RN;2409803;Pedro Velho;;89,7;61,718;
RN;2409902;Pendências;;104,59;66,16;
RN;2410009;Pilões;;80,357;65,668;
RN;2410108;Poço Branco;;67,9;59,949;
RN;2410207;Portalegre;;82,526;67,569;
RN;2410256;Porto do Mangue;;75,326;55,719;
RN;2410306;Presidente Juscelino;;103,675;52,966;
RN;2410405;Pureza;;67,777;64,505;
RN;2410504;Rafael Fernandes;;80,687;70,607;
RN;2410603;Rafael Godeiro;;84,856;70,552;
RN;2410702;Riacho da Cruz;;86,186;63,977;
RN;2410801;Riacho de Santana;;57,847;68,989;
RN;2410900;Riachuelo;;86,953;63,14;
RN;2411007;Rodolfo Fernandes;;95,71;63,053;
RN;2411056;Tibau;;119,315;70,155;
RN;2411106;Ruy Barbosa;;66,899;59,05;
RN;2411205;Santa Cruz;;107,575;68,037;
RN;2411403;Santana do Matos;;70,981;61,213;
RN;2411429;Santana do Seridó;;104,087;74,958;
RN;2411502;Santo Antônio;;102,682;59,58;
RN;2411601;São Bento do Norte;;81,976;68,57;
RN;2411700;São Bento do Trairí;;65,216;62,437;
RN;2411809;São Fernando;;103,76;65,815;
RN;2411908;São Francisco do Oeste;;92,347;67,004;
RN;2412005;São Gonçalo do Amarante;;116,402;76,413;
RN;2412104;São João do Sabugi;;117,824;76,313;
RN;2412203;São José de Mipibu;;104,415;67,668;
RN;2412302;São José do Campestre;;83,902;63,285;
RN;2412401;São José do Seridó;;149,647;79,141;
RN;2412500;São Miguel;;74,324;59,79;
RN;2412559;São Miguel de Touros;;58,038;51,664;
RN;2412609;São Paulo do Potengi;;106,098;65,898;
RN;2412708;São Pedro;;73,168;64,544;
RN;2412807;São Rafael;;103,804;61,446;
RN;2412906;São Tomé;;79,918;62,547;
RN;2413003;São Vicente;;90,729;69,126;
RN;2413102;Senador Elói de Souza;;73,741;56,482;
RN;2413201;Senador Georgino Avelino;;94,261;67,817;
RN;2413300;Serra de São Bento;;56,4;56,828;
RN;2413359;Serra do Mel;;89,345;68,53;
RN;2413409;Serra Negra do Norte;;106,331;65,603;
RN;2413508;Serrinha;;69,512;55,828;
RN;2413557;Serrinha dos Pintos;;86,836;70,276;
RN;2413607;Severiano Melo;;74,397;63,918;
RN;2413706;Sítio Novo;;61,449;57,595;
RN;2413805;Taboleiro Grande;;89,886;65,274;
RN;2413904;Taipu;;65,826;61,425;
RN;2414001;Tangará;;75,075;69,243;
RN;2414100;Tenente Ananias;;63,236;59,621;
RN;2414159;Tenente Laurentino Cruz;;84,412;70,473;
RN;2414209;Tibau do Sul;;123,336;68,05;
RN;2414308;Timbaúba dos Batistas;;138,353;72,589;
RN;2414407;Touros;;83,113;61,435;
RN;2414456;Triunfo Potiguar;;71,855;60,032;
RN;2414506;Umarizal;;98,902;69,413;
RN;2414605;Upanema;;67,532;63,796;
RN;2414704;Várzea;;75,52;59,614;
RN;2414753;Venha-Ver;;41,551;56,506;
RN;2414803;Vera Cruz;;107,232;55,633;
RN;2414902;Viçosa;;73,367;77,049;
RN;2415008;Vila Flor;;106,492;64,544;
RO;1100015;Alta Floresta D'Oeste;;188,274;84,162;
RO;1100023;Ariquemes;;268,305;88,229;
RO;1100031;Cabixi;;172,541;82,503;
RO;1100049;Cacoal;;230,051;87,863;
RO;1100056;Cerejeiras;;253,918;86,097;
RO;1100064;Colorado do Oeste;;200,958;84,911;
RO;1100072;Corumbiara;;123,305;82,471;
RO;1100080;Costa Marques;;160,812;84,024;
RO;1100098;Espigão D'Oeste;;214,619;84,682;
RO;1100106;Guajará-Mirim;;212,121;88,281;
RO;1100114;Jaru;;198,259;84,79;
RO;1100122;Ji-Paraná;;269,379;88,597;
RO;1100130;Machadinho D'Oeste;;160,451;83,599;
RO;1100148;Nova Brasilândia D'Oeste;;157,658;83,7;
RO;1100155;Ouro Preto do Oeste;;243,832;85,935;
RO;1100189;Pimenta Bueno;;256,574;87,103;
RO;1100205;Porto Velho;;305,205;91,776;
RO;1100254;Presidente Médici;;177,601;82,77;
RO;1100262;Rio Crespo;;250,532;84,004;
RO;1100288;Rolim de Moura;;225,39;85,51;
RO;1100296;Santa Luzia D'Oeste;;120,167;81,963;
RO;1100304;Vilhena;;288,675;90,375;
RO;1100320;São Miguel do Guaporé;;144,66;84,048;
RO;1100338;Nova Mamoré;;132,462;83,054;
RO;1100346;Alvorada D'Oeste;;162,11;84,108;
RO;1100379;Alto Alegre dos Parecis;;111,782;82,484;
RO;1100403;Alto Paraíso;;228,156;83,814;
RO;1100452;Buritis;;239,677;85,949;
RO;1100502;Novo Horizonte do Oeste;;210,714;82,477;
RO;1100601;Cacaulândia;;202,219;83,966;
RO;1100700;Campo Novo de Rondônia;;212,153;82,149;
RO;1100809;Candeias do Jamari;;133,557;83,184;
RO;1100908;Castanheiras;;150,059;85,283;
RO;1100924;Chupinguaia;;164,974;84,128;
RO;1100940;Cujubim;;191,794;82,139;
RO;1101005;Governador Jorge Teixeira;;159,643;79,967;
RO;1101104;Itapuã do Oeste;;182,855;81,725;
RO;1101203;Ministro Andreazza;;191,55;82,087;
RO;1101302;Mirante da Serra;;176,584;80,102;
RO;1101401;Monte Negro;;170,878;83,505;
RO;1101435;Nova União;;124,539;82,258;
RO;1101450;Parecis;;117,661;77,734;
RO;1101468;Pimenteiras do Oeste;;135,185;85,339;
RO;1101476;Primavera de Rondônia;;127,308;84,64;
RO;1101484;São Felipe D'Oeste;;138,719;82,303;
RO;1101492;São Francisco do Guaporé;;239,079;85,379;
RO;1101500;Seringueiras;;154,302;84,644;
RO;1101559;Teixeirópolis;;147,278;82,367;
RO;1101609;Theobroma;;112,106;81,699;
RO;1101708;Urupá;;128,292;82,056;
RO;1101757;Vale do Anari;;227,267;79,955;
RO;1101807;Vale do Paraíso;;175,388;81,848;
RR;1400027;Amajari;;93,407;71,835;
RR;1400050;Alto Alegre;;79,207;80,918;
RR;1400100;Boa Vista;;299,456;91,339;
RR;1400159;Bonfim;;91,846;77,949;
RR;1400175;Cantá;;115,78;74,042;
RR;1400209;Caracaraí;;159,408;77,187;
RR;1400233;Caroebe;;138,188;79,473;
RR;1400282;Iracema;;159,135;78,884;
RR;1400308;Mucajaí;;170,886;77,662;
RR;1400407;Normandia;;66,127;79,663;
RR;1400456;Pacaraima;;147,873;85,737;
RR;1400472;Rorainópolis;;136,318;76,601;
RR;1400506;São João da Baliza;;149,881;81,314;
RR;1400605;São Luiz;;149,486;81,468;
RR;1400704;Uiramutã;;49,08;62,667;
RS;4300034;Aceguá;;;;
RS;4300059;Água Santa;;258,507;91,661;
RS;4300109;Agudo;;277,634;91,544;
RS;4300208;Ajuricaba;;244,31;93,784;
RS;4300307;Alecrim;;150,545;91,196;
RS;4300406;Alegrete;;270,437;91,683;
RS;4300455;Alegria;;160,887;87,745;
RS;4300471;Almirante Tamandaré do Sul;;;;
RS;4300505;Alpestre;;140,084;85,683;
RS;4300554;Alto Alegre;;251,641;91,867;
RS;4300570;Alto Feliz;;247,823;95,642;
RS;4300604;Alvorada;;214,747;94,009;
RS;4300638;Amaral Ferrador;;184,202;83,994;
RS;4300646;Ametista do Sul;;198,619;85,643;
RS;4300661;André da Rocha;;298,744;92,334;
RS;4300703;Anta Gorda;;362,508;92,452;
RS;4300802;Antônio Prado;;417,112;93,694;
RS;4300851;Arambaré;;212,642;85,977;
RS;4300877;Araricá;;221,504;93,464;
RS;4300901;Aratiba;;205,792;93,213;
RS;4301008;Arroio do Meio;;367,567;97,144;
RS;4301057;Arroio do Sal;;301,768;93,267;
RS;4301073;Arroio do Padre;;;;
RS;4301107;Arroio dos Ratos;;224,167;89,175;
RS;4301206;Arroio do Tigre;;208,679;89,085;
RS;4301305;Arroio Grande;;224,388;88,029;
RS;4301404;Arvorezinha;;279,676;87,08;
RS;4301503;Augusto Pestana;;237,159;94,522;
RS;4301552;Áurea;;170,884;91,65;
RS;4301602;Bagé;;295,199;92,26;
RS;4301636;Balneário Pinhal;;301,794;92,756;
RS;4301651;Barão;;271,464;95,934;
RS;4301701;Barão de Cotegipe;;251,326;93,11;
RS;4301750;Barão do Triunfo;;172,371;84,127;
